Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG;87900601;b3S;S4;I;2;SOLEDADE;RS;01/09/2020;20701;0;1903;0;0;31;22636;-2601;-2532;0;0;-1752;-6885;15751;5986;1304;-6016;-5145;-82;0;1707;-4189;-6435;9316;-486;8830;-235;-994;7601;0
COOPERATIVA DE CRÉDITO DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;S5;I;2;ITAJAI;SC;01/09/2020;18540;0;4048;0;0;0;22588;-4567;0;0;0;-3432;-7999;14589;3942;875;-6143;-7702;-91;24;102;-231;-9225;5364;-521;4843;0;0;4843;-700
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;26549311;b3S;S4;I;2;RONDONOPOLIS;MT;01/09/2020;20043;0;2281;0;0;0;22324;-1948;-2356;0;0;-2156;-6460;15863;6269;2445;-5472;-5902;-60;0;1005;-5605;-7318;8545;43;8588;-222;-827;7540;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;S4;I;2;CAFELANDIA;PR;01/09/2020;20090;0;1857;0;0;12;21959;-2062;-1923;0;0;-3381;-7366;14593;5067;1522;-7146;-6384;-54;0;1216;-4689;-10468;4124;4;4128;-94;-993;3041;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;S4;I;2;CAMBARA;PR;01/09/2020;20682;0;1227;0;0;0;21909;-1874;-1473;0;0;-1773;-5120;16789;5469;1802;-6679;-6761;-89;0;904;-4745;-10098;6691;92;6782;-200;-1107;5475;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;01/09/2020;20482;0;1402;0;0;0;21884;-2163;-438;0;0;-6867;-9469;12415;2593;1592;-5191;-5658;-25;0;93;-1506;-8102;4313;-4;4309;0;-533;3776;0
SICREDI ALAGOAS - COOPERATIVA DE CRÉDITO;41180092;b3S;S5;I;2;MACEIO;AL;01/09/2020;19821;0;2018;0;0;0;21839;-3299;-59;0;0;-2683;-6040;15798;1882;476;-4623;-3370;-6;0;1128;-2437;-6950;8848;-5;8844;0;-450;8394;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;b3S;S4;I;2;PRUDENTOPOLIS;PR;01/09/2020;20029;0;1794;0;0;7;21830;-1630;-2069;0;0;-3717;-7416;14415;6927;2406;-7450;-7205;-99;0;1593;-5549;-9375;5039;-4;5035;-268;-1142;3625;0
BANCO MONEO S.A.;7441209;b2;S4;I;2;CAXIAS DO SUL;RS;01/09/2020;21488;0;301;0;0;0;21790;-633;-9379;0;0;-27;-10039;11750;15;187;-2718;-1780;-535;0;763;-1469;-5538;6212;319;6531;-2916;0;3615;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;b3S;S5;I;2;VIDEIRA;SC;01/09/2020;20005;0;1758;0;0;2;21765;-2316;-1073;0;0;-4723;-8113;13652;2933;1875;-4574;-4939;-142;0;2024;-3107;-5930;7722;349;8071;-320;-121;7630;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;01/09/2020;18902;0;2735;0;0;11;21647;-2911;-2353;0;0;-596;-5860;15787;6313;1877;-6267;-4752;-108;0;1491;-3436;-4882;10905;33;10938;-418;-1196;9323;0
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;S5;I;2;CURITIBA;PR;01/09/2020;20289;0;1355;0;0;0;21644;-2624;-713;0;0;-7030;-10366;11278;3182;2904;-4813;-5776;-146;0;1750;-2451;-5350;5927;-137;5790;-143;-574;5073;-263
COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;25798596;b3S;S5;I;2;VARGINHA;MG;01/09/2020;19169;0;2402;0;0;0;21571;-2004;-2181;0;0;-3532;-7717;13854;3581;850;-5635;-5904;-235;0;2031;-1234;-6545;7309;-98;7211;-545;-539;6127;-184
BANCO FORD S.A.;90731688;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;01/09/2020;19456;0;1907;0;0;0;21363;-7853;0;0;0;-372;-8225;13139;0;0;-595;-3462;-421;0;7356;-18541;-15664;-2525;148;-2377;1413;0;-964;0
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;S4;I;2;MARACAJU;MS;01/09/2020;19966;0;1214;0;0;0;21179;-1352;-3231;0;0;239;-4344;16835;3490;1158;-3312;-3062;-32;0;696;-3499;-4562;12274;3;12277;-90;-619;11568;0
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;S4;I;2;CACHOEIRA DO SUL;RS;01/09/2020;19196;0;1873;0;0;6;21076;-2575;-2221;0;0;-2350;-7145;13930;4611;2087;-5327;-4777;-64;0;860;-3752;-6363;7568;-2;7566;-227;-746;6592;0
BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;33862244;n2;S4;I;3;RIO DE JANEIRO;RJ;01/09/2020;0;0;20965;-120;0;0;20844;-11906;-333;0;0;0;-12239;8605;33343;0;-8920;-8488;-2794;0;748;-1088;12799;21404;0;21404;6725;-15418;12711;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;S4;I;2;ROLANTE;RS;01/09/2020;19401;0;1354;0;0;0;20756;-2456;-915;0;0;-3058;-6429;14327;4870;2704;-6040;-6592;-43;0;1389;-4347;-8060;6267;-119;6149;-105;-815;5229;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;S5;I;2;CUIABA;MT;01/09/2020;18848;0;1862;0;0;0;20710;-2307;0;0;0;-5202;-7509;13201;1933;555;-6109;-4855;-47;0;149;-337;-8711;4490;-150;4340;0;0;4340;-1300
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;S5;I;2;CANOINHAS;SC;01/09/2020;18505;0;1973;0;0;7;20485;-2364;-1239;0;0;-2262;-5865;14620;3113;3108;-6675;-5967;-329;0;2398;-1079;-5431;9189;12;9201;-543;-540;8118;-276
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;01/09/2020;18290;0;2019;0;0;0;20309;-2781;-167;0;0;-8836;-11783;8526;2687;2895;-4207;-4708;-193;0;2110;-2290;-3706;4820;-1;4819;0;-495;4324;-331
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;S4;I;2;NOVA LONDRINA;PR;01/09/2020;18940;0;1344;0;0;0;20284;-1579;-1747;0;0;-1830;-5156;15128;5794;2404;-6476;-7621;-67;0;1247;-4188;-8907;6221;-482;5739;-157;-1204;4378;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;01/09/2020;19033;0;1226;0;0;0;20259;-2513;-1355;0;0;-3445;-7313;12946;3030;2470;-6643;-5791;-179;0;2535;-2167;-6746;6201;35;6235;-161;-1221;4853;-600
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;S4;I;2;SANTA CRUZ DO SUL;RS;01/09/2020;18249;0;1783;0;0;9;20041;-2380;-1304;0;0;-1922;-5606;14435;5344;2114;-6437;-4135;-85;0;985;-4420;-6634;7801;-10;7791;-268;-1040;6483;0
COOPERATIVA DE CRÉDITO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS/MG;87510475;b3S;S4;I;2;TAPERA;RS;01/09/2020;18395;0;1536;0;0;19;19950;-1921;-2649;0;0;-1907;-6477;13474;4019;1067;-4844;-3398;-64;0;1311;-2616;-4525;8948;-12;8936;-192;-902;7842;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;S4;I;2;SAO PAULO;SP;01/09/2020;0;0;19476;369;0;0;19845;-5079;0;0;0;0;-5079;14766;4674;0;-2817;-3296;-1134;0;0;-16;-2589;12176;18;12195;-3115;-4781;4298;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;S4;I;2;SANTO ANTONIO DA PLATINA;PR;01/09/2020;17874;0;1894;0;0;0;19768;-2022;-1655;0;0;-1549;-5226;14542;5809;2100;-7314;-6766;-65;0;655;-4908;-10489;4053;242;4296;-141;-1119;3036;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;S4;I;2;CRICIUMA;SC;01/09/2020;17818;0;1618;0;0;0;19436;-2571;-620;0;0;-201;-3392;16044;4103;1816;-5013;-4829;-26;0;1022;-3077;-6005;10039;-107;9932;-33;-1058;8841;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;S5;I;2;TOLEDO;PR;01/09/2020;18109;0;1173;0;0;0;19281;-2315;-610;0;0;-2534;-5459;13823;1817;1357;-5073;-5128;-127;0;1894;-2651;-7912;5910;-63;5848;-87;-666;5094;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7599206;b3S;S5;I;2;GOIANIA;GO;01/09/2020;17731;0;1441;0;0;0;19172;-1940;-688;0;0;-5803;-8431;10740;3628;1950;-4361;-5786;-127;0;5113;-1048;-632;10109;-23;10085;-317;0;9769;-321
BANCO GUANABARA S.A.;31880826;b1;S4;I;2;RIO DE JANEIRO;RJ;01/09/2020;16313;0;2679;2;0;0;18995;-5159;0;0;0;206;-4953;14041;45;755;-3783;-3405;-824;3;1004;0;-6206;7835;8;7843;-2874;0;4969;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;S4;I;2;GOIANIA;GO;01/09/2020;17503;0;1472;0;0;0;18975;-1592;-1542;0;0;-3725;-6858;12117;3249;1614;-4823;-4542;-21;0;1057;-3559;-7025;5091;-22;5070;-2;-780;4288;0
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;01/09/2020;17526;0;1301;0;0;0;18827;-1216;-2813;0;0;-1620;-5649;13178;5562;2535;-4649;-4942;-527;0;1299;-687;-1409;11769;-42;11728;0;-321;11407;-240
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;01/09/2020;13894;0;4916;0;0;0;18811;-4945;0;0;0;-766;-5711;13100;1367;219;-5129;-3586;-29;130;134;-1526;-8421;4679;-96;4583;0;0;4583;0
COOPERATIVA DE CRÉDITO LITORÂNEA;85291086;b3S;S5;I;2;JACINTO MACHADO;SC;01/09/2020;16438;0;2314;0;0;0;18752;-2422;-816;0;0;-1827;-5065;13686;2316;753;-4348;-5020;-164;0;1446;-969;-5987;7700;1;7701;-259;0;7442;0
COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.;4388688;b3S;S5;I;2;GOIANIA;GO;01/09/2020;16233;0;2357;0;0;0;18590;-3183;-212;0;0;-4230;-7625;10965;1056;2292;-4640;-3990;-65;0;717;-894;-5524;5441;-76;5365;-74;0;5291;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;01/09/2020;2707;0;15838;0;0;0;18546;-15541;0;0;0;34;-15507;3039;1;0;-3336;10455;0;0;9595;-9857;6858;9897;0;9897;0;0;9897;-8907
COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA – UNICRED CENTRO-SUL;75847;b3S;S5;I;2;CRICIUMA;SC;01/09/2020;14251;0;4173;0;0;0;18424;-4302;0;0;0;-623;-4926;13499;2687;498;-4285;-6098;-72;103;36;-134;-7265;6234;21;6256;-9;0;6247;-1270
COOPERATIVA DE CREDITO - SICOOB CREDICOONAI;53923116;b3S;S4;I;2;RIBEIRAO PRETO;SP;01/09/2020;16642;0;1759;0;0;0;18400;-2914;-2252;0;0;-20017;-25183;-6783;1772;2205;-6104;-6137;-45;0;2979;-4620;-9950;-16733;-105;-16838;0;0;-16838;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;01/09/2020;17681;0;679;0;0;0;18360;-542;-2136;0;0;-2656;-5333;13027;3464;1377;-5490;-5225;-337;0;1557;-827;-5482;7545;-1329;6216;0;0;6216;-527
BANCO RANDON S.A.;11476673;b2;S4;I;2;CAXIAS DO SUL;RS;01/09/2020;17898;0;161;0;0;0;18059;-2177;-4916;0;0;-1840;-8933;9127;42;519;-1919;-1783;-473;0;1;-150;-3764;5363;22;5385;-2287;-187;2911;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;01/09/2020;16366;0;1372;0;0;0;17739;-2282;-175;0;0;-3023;-5481;12258;3574;1990;-6330;-4992;-16;0;908;-3150;-8016;4242;-43;4198;0;-946;3252;-94
COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;1039011;b3S;S5;I;2;CHAPECO;SC;01/09/2020;14449;0;3231;0;0;0;17680;-4129;0;0;0;-1342;-5471;12209;2772;566;-4337;-5939;-87;118;30;-109;-6987;5222;-48;5175;-120;0;5055;-106
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;01/09/2020;15580;0;2052;0;0;0;17632;-3792;0;0;0;-693;-4486;13146;1386;487;-4006;-6171;-34;367;197;-302;-8075;5071;-174;4896;0;0;4896;-496
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;01/09/2020;16462;0;1096;0;0;19;17578;-950;-2254;0;0;-3694;-6899;10680;3774;881;-3442;-1912;-62;0;922;-2666;-2505;8175;10;8185;-220;-475;7490;0
LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;S5;I;2;ELDORADO;RS;01/09/2020;17498;0;29;0;0;0;17526;-995;0;0;0;-11717;-12712;4815;0;177;-197;-11768;-746;0;0;0;-12534;-7719;0;-7719;-1049;0;-8769;0
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411939;n1;S5;I;2;JUNDIAI;SP;01/09/2020;16151;0;1124;0;0;0;17275;-1381;0;0;0;-3661;-5042;12233;377;0;-1953;-5599;-674;0;108;-1710;-9451;2782;97;2879;-831;0;2048;0
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;S5;I;2;FORTALEZA;CE;01/09/2020;14546;0;2588;0;0;0;17134;-2886;1;0;0;-708;-3594;13540;1642;1162;-5582;-3372;-5;0;723;-2423;-7855;5685;36;5721;0;0;5721;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;01/09/2020;15848;0;1195;0;0;0;17043;-1519;-847;0;0;-2307;-4673;12369;3449;2437;-6843;-5308;-230;0;1278;-903;-6121;6248;-103;6145;-474;0;5671;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;01/09/2020;15316;0;1577;0;0;0;16894;-1918;-1827;0;0;-4010;-7754;9140;1361;1282;-3857;-3802;-100;0;1388;-691;-4418;4721;-268;4453;-239;-241;3973;0
COOPERATIVA DE CRÉDITO SICOOB VALE SUL;2466552;b3S;S5;I;2;FRANCISCO BELTRAO;PR;01/09/2020;15615;0;1270;0;0;0;16885;-1774;-2083;0;0;-2213;-6069;10816;3270;2139;-6011;-5539;-233;0;1667;-1672;-6379;4437;-101;4335;-180;-899;3257;-208
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;01/09/2020;15478;0;1166;0;0;4;16648;-1138;-1636;0;0;-2528;-5302;11346;4924;1772;-6066;-5765;-65;0;1225;-3806;-7781;3565;-4;3562;-104;-886;2571;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;01/09/2020;15245;0;1308;0;0;0;16553;-2159;-616;0;0;-2889;-5664;10888;2749;2391;-4085;-3340;-134;0;805;-872;-2486;8402;-108;8294;-77;-169;8048;0
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;01/09/2020;14695;0;1286;0;0;527;16508;-870;-2353;0;0;-2049;-5271;11236;3064;628;-5264;-4876;-282;0;1507;-848;-6071;5165;-237;4928;0;0;4928;-356
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;b3S;S5;I;2;ARAPOTI;PR;01/09/2020;14443;0;2006;0;0;0;16449;-2409;-1416;0;0;-2324;-6149;10300;3592;1276;-4361;-4336;-35;0;668;-2380;-5576;4723;-59;4664;-89;-620;3955;0
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;01/09/2020;13991;0;2420;0;0;0;16411;-2738;-280;0;0;-8303;-11322;5090;1166;1003;-5355;-4091;-70;0;1687;-475;-6136;-1046;90;-956;-54;0;-1009;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;S4;I;2;AGUDO;RS;01/09/2020;13677;0;2696;0;0;18;16391;-2428;-851;0;0;-1758;-5037;11355;5149;1503;-5096;-3503;-83;0;2218;-3844;-3657;7698;-58;7640;-240;-1009;6391;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;01/09/2020;14874;0;1391;0;0;0;16265;-2045;-11;0;0;-1122;-3178;13087;1217;954;-6827;-4767;-45;0;1952;-586;-8102;4985;-152;4832;0;0;4832;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;971300;b3S;S5;I;2;DOIS VIZINHOS;PR;01/09/2020;15476;0;533;0;0;12;16022;-967;-6096;0;0;-2234;-9298;6724;2604;1305;-3133;-1829;-16;0;79;-1737;-2727;3996;21;4017;-17;-469;3531;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;01/09/2020;14691;0;1290;0;0;0;15981;-1594;0;0;0;-8104;-9697;6283;1620;1303;-2483;-3250;-58;0;869;-632;-2631;3652;-3;3649;-99;-239;3312;-481
TULLETT PREBON BRASIL;52027;n2;S4;C;3;SAO PAULO;SP;01/09/2020;1063;0;13738;978;68;0;15847;0;-22;0;0;-88;-109;15738;21982;2046;-23794;-11921;-2665;0;2347;-512;-12517;3220;0;3220;-1752;0;1469;0
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;01/09/2020;14921;0;782;0;0;0;15703;-810;-166;0;0;-1285;-2261;13442;687;238;-3031;-3519;0;0;664;-284;-5246;8196;2;8198;-2;0;8197;-799
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;01/09/2020;14449;0;1229;0;0;6;15684;-882;-2101;0;0;-439;-3422;12262;4509;956;-4568;-3263;-92;0;790;-2692;-4359;7902;-157;7746;-360;-796;6590;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;01/09/2020;13176;0;2503;0;0;0;15679;-2896;-752;0;0;-1319;-4967;10712;1215;206;-4889;-2622;-106;0;1966;-1193;-5422;5289;-1353;3936;-90;-325;3522;-362
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;01/09/2020;14930;0;581;0;0;0;15511;-830;-896;0;0;-4744;-6470;9041;2116;2284;-4918;-3845;-149;0;1285;-1427;-4655;4386;-105;4281;-328;-196;3757;-67
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;01/09/2020;13456;0;2003;0;0;0;15459;-1723;-1041;0;0;-3990;-6754;8705;4413;2243;-5529;-5120;-60;0;702;-3247;-6599;2106;35;2141;-152;-747;1243;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;01/09/2020;10751;0;4693;0;0;0;15444;-3636;-1236;0;0;-546;-5419;10026;1166;81;-3270;-2114;-25;0;1153;-222;-3230;6796;-110;6685;0;-369;6317;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;01/09/2020;14690;0;750;0;0;0;15440;-1517;-1527;0;0;-776;-3820;11620;524;201;-2978;-2711;-5;0;194;-1825;-6599;5020;0;5021;0;-253;4768;0
COOPERATIVA DE CRÉDITO UNICOOB OURO BRANCO - SICOOB UNICOOB OURO BRANCO;5772229;b3S;S5;I;2;PARANAVAI;PR;01/09/2020;14709;0;505;0;0;0;15213;-826;-5;0;0;-9386;-10217;4996;1593;2614;-4867;-5106;-113;0;1894;-2775;-6760;-1763;-427;-2190;-73;0;-2263;0
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB UNICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;01/09/2020;14439;0;771;0;0;0;15210;-1352;-875;0;0;-4083;-6310;8900;1764;1854;-6165;-5406;-113;0;860;-1205;-8412;488;-61;427;-99;0;328;0
BANCO PACCAR S.A.;28517628;b2;S4;I;3;PONTA GROSSA;PR;01/09/2020;10883;0;568;3725;0;0;15176;0;-4760;0;0;-487;-5247;9928;0;279;-2269;-2383;-1251;0;12;-438;-6050;3879;-2837;1042;-464;-125;453;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;S5;I;2;CUNHA PORA;SC;01/09/2020;12552;0;2597;0;0;0;15149;-2900;-661;0;0;-290;-3851;11298;1330;138;-2918;-2638;-127;0;1571;-636;-3279;8019;-373;7647;-44;-395;7208;-515
B&T CORRETORA DE CAMBIO LTDA.;73622748;n2;S4;I;2;RIO DE JANEIRO;RJ;01/09/2020;0;0;83;0;15044;0;15127;0;0;0;0;0;0;15127;1354;0;-2597;-12009;-912;131;618;-90;-13505;1622;0;1622;-324;-788;511;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;01/09/2020;13367;0;1736;0;0;0;15103;-2859;-65;0;0;-3262;-6186;8918;1313;481;-3596;-4784;-21;143;12;-76;-6528;2390;99;2489;0;0;2489;0
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;01/09/2020;12542;0;2541;0;0;0;15083;-3283;0;0;0;-2072;-5355;9728;1950;500;-3766;-5036;-36;126;10;-149;-6401;3327;-136;3191;0;0;3191;-396
ADVANCED CORRETORA DE CÂMBIO LTDA;92856905;n2;S4;I;2;SAO PAULO;SP;01/09/2020;0;0;16;0;14989;0;15005;0;0;0;0;0;0;15005;1804;0;-4787;-8836;-877;0;14;-140;-12822;2183;0;2183;0;0;2183;0
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;01/09/2020;13923;0;853;0;0;25;14802;-1564;-3430;0;0;-1733;-6728;8074;1951;1637;-4147;-2370;-24;0;137;-1944;-4759;3315;0;3315;0;-606;2708;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;01/09/2020;13772;0;997;0;0;0;14769;-1312;-1821;0;0;-3193;-6327;8442;2112;1883;-6081;-4744;-165;0;1065;-660;-6590;1852;-156;1697;-222;-230;1245;-186
BANCO TRICURY S.A.;57839805;b2;S4;I;2;SAO PAULO;SP;01/09/2020;13148;0;1484;0;0;0;14632;-2163;0;0;0;-293;-2456;12176;82;43;-2827;-1527;-521;0;91;-25;-4684;7493;2094;9586;-4201;-297;5089;0
